0.000000000000000000e+00,0.000000000000000000e+00,3.920299911499023438e+01,6.787899780273437500e+01
0.000000000000000000e+00,0.000000000000000000e+00,3.973431777954101562e+01,6.848707580566406250e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.027757263183593750e+01,6.905905914306640625e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.083230209350585938e+01,6.959641265869140625e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.139803695678710938e+01,7.010062408447265625e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.197431564331054688e+01,7.057315826416015625e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.256066894531250000e+01,7.101549530029296875e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.315663909912109375e+01,7.142910003662109375e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.376175689697265625e+01,7.181544494628906250e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.437555694580078125e+01,7.217601013183593750e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.499757385253906250e+01,7.251226043701171875e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.562734222412109375e+01,7.282567596435546875e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.626440048217773438e+01,7.311772918701171875e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.690827941894531250e+01,7.338988494873046875e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.755852127075195312e+01,7.364362335205078125e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.821464920043945312e+01,7.388041687011718750e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.887620925903320312e+01,7.410173797607421875e+01
0.000000000000000000e+00,0.000000000000000000e+00,4.954273223876953125e+01,7.430905914306640625e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.021375274658203125e+01,7.450385284423828125e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.088880538940429688e+01,7.468759155273437500e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.156742477416992188e+01,7.486174774169921875e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.224914932250976562e+01,7.502780151367187500e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.293350982666015625e+01,7.518721008300781250e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.362004470825195312e+01,7.534146118164062500e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.430828857421875000e+01,7.549202728271484375e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.499777603149414062e+01,7.564037322998046875e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.568803787231445312e+01,7.578797149658203125e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.637861251831054688e+01,7.593630218505859375e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.706903839111328125e+01,7.608683776855468750e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.775884628295898438e+01,7.624104309082031250e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.844757080078125000e+01,7.640039825439453125e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.913475036621093750e+01,7.656637573242187500e+01
0.000000000000000000e+00,0.000000000000000000e+00,5.981991577148437500e+01,7.674044799804687500e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.050260543823242188e+01,7.692407989501953125e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.118235397338867188e+01,7.711875915527343750e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.185869598388671875e+01,7.732595062255859375e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.253116226196289062e+01,7.754712677001953125e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.319929504394531250e+01,7.778376007080078125e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.386262512207031250e+01,7.803732299804687500e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.452069091796875000e+01,7.830929565429687500e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.517301940917968750e+01,7.860114288330078125e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.581915283203125000e+01,7.891434478759765625e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.645862579345703125e+01,7.925036621093750000e+01
0.000000000000000000e+00,0.000000000000000000e+00,6.709097290039062500e+01,7.961067962646484375e+01
